Server Name	ServerName	IPAddressOfSQLServer	name	last_backup_time	recovery_model_desc	state_desc	backup_type	physical_device_name
SAS-PRODSASSQLDB-10.71.36.246	PRODSASSQLDB	10.71.36.246	SAS_DATA_REPOSITORY	Mar 15 2026  8:15AM	SIMPLE	ONLINE	Full database	X:\Full\SAS_DATA_REPOSITORY\SAS_DATA_REPOSITORY_backup_2026_03_15_000003_1124058.bak
SAS-PRODSASSQLDB-10.71.36.246	PRODSASSQLDB	10.71.36.246	All_Transaction_Details	Mar 15 2026  6:06AM	SIMPLE	ONLINE	Full database	X:\Full\All_Transaction_Details\All_Transaction_Details_backup_2026_03_15_000003_1124058.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	Audit	Mar 20 2026  2:33AM	SIMPLE	ONLINE	Differential database	U:\DIFF\Audit\Audit_backup_2026_03_20_010005_4582100.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	PROCOMON	Mar 20 2026  2:33AM	SIMPLE	ONLINE	Differential database	U:\DIFF\PROCOMON\PROCOMON_backup_2026_03_20_010005_4582100.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	distribution	Mar 20 2026  1:57AM	SIMPLE	ONLINE	Differential database	U:\DIFF\distribution\distribution_backup_2026_03_20_010005_4582100.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	PBLOGS_UPI_History	Mar 20 2026  1:57AM	SIMPLE	ONLINE	Differential database	U:\DIFF\PBLOGS_UPI_History\PBLOGS_UPI_History_backup_2026_03_20_010005_4582100.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	model	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\DIFF\model\model_backup_2026_03_20_010005_4582100.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	msdb	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\DIFF\msdb\msdb_backup_2026_03_20_010005_4582100.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	PBLOGS_UPI	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\DIFF\PBLOGS_UPI\PBLOGS_UPI_backup_2026_03_20_010005_4582100.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	Audit	Mar 15 2026 11:56AM	SIMPLE	ONLINE	Full database	X:\FULL\Audit\Audit_backup_2026_03_15_010001_4676559.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	PROCOMON	Mar 15 2026 11:52AM	SIMPLE	ONLINE	Full database	X:\FULL\PROCOMON\PROCOMON_backup_2026_03_15_010001_4676559.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	PBLOGS_UPI_History	Mar 15 2026  9:12AM	SIMPLE	ONLINE	Full database	X:\FULL\PBLOGS_UPI_History\PBLOGS_UPI_History_backup_2026_03_15_010001_4676559.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	distribution	Mar 15 2026  9:04AM	SIMPLE	ONLINE	Full database	X:\FULL\distribution\distribution_backup_2026_03_15_010001_4676559.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	PBLOGS_UPI	Mar 15 2026  1:02AM	SIMPLE	ONLINE	Full database	X:\FULL\PBLOGS_UPI\PBLOGS_UPI_backup_2026_03_15_010001_4676559.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	master	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\FULL\master\master_backup_2026_03_15_010001_4676559.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	model	Mar 15 2026  1:00AM	FULL	ONLINE	Full database	X:\FULL\model\model_backup_2026_03_15_010001_4676559.bak
UPIREPLLOGDB - 10.71.36.43	UPIREPLLOGDB	10.71.36.43	msdb	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\FULL\msdb\msdb_backup_2026_03_15_010001_4676559.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	AUDIT	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\Diff\AUDIT\AUDIT_backup_2026_03_20_010005_0661796.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	DB_Backup	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\DB_Backup\DB_Backup_backup_2026_03_20_010005_0661796.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	MESDPlus	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\MESDPlus\MESDPlus_backup_2026_03_20_010005_0661796.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	MESDPlus_12092024	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\MESDPlus_12092024\MESDPlus_12092024_backup_2026_03_20_010005_0661796.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	MESDPlus_old	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\MESDPlus_old\MESDPlus_old_backup_2026_03_20_010005_0661796.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	model	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\Diff\model\model_backup_2026_03_20_010005_0661796.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	msdb	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\msdb\msdb_backup_2026_03_20_010005_0661796.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	MESDPlus_12092024	Mar 17 2026  8:05PM	SIMPLE	ONLINE	Full database	D:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\Backup\FullBackup_20260317200500_mssql_15120_ScheduledBackup_part_1.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	DB_Backup	Mar 15 2026  1:06AM	SIMPLE	ONLINE	Full database	X:\Full\DB_Backup\DB_Backup_backup_2026_03_15_010005_2585746.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	MESDPlus	Mar 15 2026  1:03AM	SIMPLE	ONLINE	Full database	X:\Full\MESDPlus\MESDPlus_backup_2026_03_15_010005_2585746.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	MESDPlus_old	Mar 15 2026  1:01AM	SIMPLE	ONLINE	Full database	X:\Full\MESDPlus_old\MESDPlus_old_backup_2026_03_15_010005_2585746.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	AUDIT	Mar 15 2026  1:00AM	FULL	ONLINE	Full database	X:\Full\AUDIT\AUDIT_backup_2026_03_15_010005_2585746.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	master	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\Full\master\master_backup_2026_03_15_010005_2576111.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	model	Mar 15 2026  1:00AM	FULL	ONLINE	Full database	X:\Full\model\model_backup_2026_03_15_010005_2585746.bak
SRVDSK-10.71.36.68	SRVDSK_DB	10.71.36.68	msdb	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\Full\msdb\msdb_backup_2026_03_15_010005_2585746.bak
STACKDBMIRR78-10.181.8.31 HA of 10.71.36.14	STACKDBMIRR78	10.181.8.31	PBLOGS	Sep 20 2025  5:12AM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.14\Diff\PBLOGS\PBLOGS_backup_2025_09_20_051218_9486061.bak
STACKDBMIRR78-10.181.8.31 HA of 10.71.36.14	STACKDBMIRR78	10.181.8.31	PBLOGS	Dec 21 2025  1:02AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.14\Full\PBLOGS\PBLOGS_backup_2025_12_21_010003_6303760.bak
FP_DR_DB - 10.182.8.53 DRof 10.71.36.16	FPBDRFPDB	10.182.8.53	PBFPRESPOSITORY	Sep 20 2025 12:32AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.182.8.53_DR_BACKUP\PBFPRESPOSITORY_20092025.BAK
FP_DR_DB - 10.182.8.53 DRof 10.71.36.16	FPBDRFPDB	10.182.8.53	HSM_Configuration_DB_FPB	Sep 12 2024  1:30AM	FULL	ONLINE	Differential database	T:\HSM_Configuration_DB_FPB_backup_2024_09_12_013004_8452260.bak
FP_DR_DB - 10.182.8.53 DRof 10.71.36.16	FPBDRFPDB	10.182.8.53	PBFPRESPOSITORY	Sep 12 2024  1:30AM	FULL	ONLINE	Differential database	T:\PBFPRESPOSITORY_backup_2024_09_12_013004_8452260.bak
FP_DR_DB - 10.182.8.53 DRof 10.71.36.16	FPBDRFPDB	10.182.8.53	HSM_Configuration_DB_FPB	Sep  8 2024  8:50AM	FULL	ONLINE	Full database	G:\HSM_Configuration_DB_FPB_backup_2024_09_08_010010_9673066.bak
PBCOLA_Gyankosh_DNN_DR_DB - 10.182.8.57 DR of 10.71.36.36_2	FPBDRCKYCDB	10.182.8.57	PBCOLA	Mar  8 2025  8:59PM	FULL	ONLINE	Full database	U:\FULL\PBCOLA\PBCOLA_backup_2025_03_08_204353_4774020.bak
PBCOLA_Gyankosh_DNN_DR_DB - 10.182.8.57 DR of 10.71.36.36_2	FPBDRCKYCDB	10.182.8.57	DNNCMS	Mar  8 2025  8:43PM	FULL	ONLINE	Full database	U:\FULL\DNNCMS\DNNCMS_backup_2025_03_08_204353_4617919.bak
PBCOLA_Gyankosh_DNN_DR_DB - 10.182.8.57 DR of 10.71.36.36_2	FPBDRCKYCDB	10.182.8.57	Gyankosh2	Aug  5 2025 11:56AM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.36\Diff\Gyankosh2\Gyankosh2_05082025.bak
PBCOLA_Gyankosh_DNN_DR_DB - 10.182.8.57 DR of 10.71.36.36_2	FPBDRCKYCDB	10.182.8.57	Mblog	Aug  5 2025 11:56AM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.36\Diff\Mblog\Mblog_05082025.bak
PBCOLA_Gyankosh_DNN_DR_DB - 10.182.8.57 DR of 10.71.36.36_2	FPBDRCKYCDB	10.182.8.57	Mblog	Aug  3 2025  2:37AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.36\Full\Mblog\Mblog_backup_2025_08_03_020002_3892990.bak
PBCOLA_Gyankosh_DNN_DR_DB - 10.182.8.57 DR of 10.71.36.36_2	FPBDRCKYCDB	10.182.8.57	Gyankosh2	Aug  3 2025  2:01AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.36\Full\Gyankosh2\Gyankosh2_backup_2025_08_03_020002_3892990.bak
UPILOG_DR_DB - 10.182.8.74 DR of 10.71.36.42	FPBDRUPILOGDB	10.182.8.74	PBLOGS_UPI	Aug  7 2025  3:05PM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.42\Diff\PBLOGS_UPI\PBLOGS_UPI_07082025_diff.bak
UPILOG_DR_DB - 10.182.8.74 DR of 10.71.36.42	FPBDRUPILOGDB	10.182.8.74	PBLOGS_UPI	Aug  3 2025  1:00AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.42\Full\PBLOGS_UPI\PBLOGS_UPI_backup_2025_08_03_010006_1328346.bak
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	10.181.8.222	MATCHPOINT_RECON_PROD_UPI	Mar 20 2026 12:13AM	FULL	ONLINE	Differential database	U:\MATCHPOINT_RECON_PROD_UPI\MATCHPOINT_RECON_PROD_UPI_backup_2026_03_20_000002_8058811.bak
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	10.181.8.222	MATCHPOINT_RECON_PROD_UPI_ARCHIVE	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\MATCHPOINT_RECON_PROD_UPI_ARCHIVE\MATCHPOINT_RECON_PROD_UPI_ARCHIVE_backup_2026_03_20_000002_8058811.bak
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	10.181.8.222	model	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\model\model_backup_2026_03_20_000002_8058811.bak
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	10.181.8.222	msdb	Mar 20 2026 12:00AM	SIMPLE	ONLINE	Differential database	U:\msdb\msdb_backup_2026_03_20_000002_8058811.bak
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	10.181.8.222	MATCHPOINT_RECON_PROD_UPI_PURGE_ARCHIVE	Mar 20 2026  2:13AM	FULL	ONLINE	Differential database	U:\MATCHPOINT_RECON_PROD_UPI_PURGE_ARCHIVE\MATCHPOINT_RECON_PROD_UPI_PURGE_ARCHIVE_backup_2026_03_20_000002_8058811.bak
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	10.181.8.222	MATCHPOINT_RECON_PROD_UPI_PURGE_ARCHIVE	Mar 16 2026 11:51PM	FULL	ONLINE	Full database	X:\MATCHPOINT_RECON_PROD_UPI_PURGE_ARCHIVE\MATCHPOINT_RECON_PROD_UPI_PURGE_ARCHIVE_backup_2026_03_16_222352_6810667.bak
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	10.181.8.222	MATCHPOINT_RECON_PROD_UPI	Mar 16 2026 10:53PM	FULL	ONLINE	Full database	X:\MATCHPOINT_RECON_PROD_UPI\MATCHPOINT_RECON_PROD_UPI_backup_2026_03_16_222352_6810667.bak
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	10.181.8.222	master	Mar 16 2026 10:23PM	SIMPLE	ONLINE	Full database	X:\master\master_backup_2026_03_16_222352_6810667.bak
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	10.181.8.222	MATCHPOINT_RECON_PROD_UPI_ARCHIVE	Mar 16 2026 10:23PM	FULL	ONLINE	Full database	X:\MATCHPOINT_RECON_PROD_UPI_ARCHIVE\MATCHPOINT_RECON_PROD_UPI_ARCHIVE_backup_2026_03_16_222352_6810667.bak
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	10.181.8.222	model	Mar 16 2026 10:23PM	FULL	ONLINE	Full database	X:\model\model_backup_2026_03_16_222352_6810667.bak
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	10.181.8.222	msdb	Mar 16 2026 10:23PM	SIMPLE	ONLINE	Full database	X:\msdb\msdb_backup_2026_03_16_222352_6810667.bak
RECON_DR_DB-10.182.8.70 DR of 10.181.8.103	FPBDRRECONDB	10.182.8.70	A2AR_LIVE_ARCHIVE	Mar 30 2025  5:01PM	FULL	ONLINE	Full database	\\10.71.88.120\DB_Backup_HPNAS\10.181.8.103\FULL\A2AR_LIVE_ARCHIVE\A2AR_LIVE_ARCHIVE_30032025_NEW.bak
RECON_DR_DB-10.182.8.70 DR of 10.181.8.103	FPBDRRECONDB	10.182.8.70	MATCHPOINT_RECON_PROD	Mar 30 2025  4:38PM	FULL	ONLINE	Full database	\\10.71.88.120\DB_Backup_HPNAS\10.181.8.103\FULL\MATCHPOINT_RECON_PROD\MATCHPOINT_RECON_PROD_30032025_NEW.bak
RECON_DR_DB-10.182.8.70 DR of 10.181.8.103	FPBDRRECONDB	10.182.8.70	MATCHPOINT_RECON_PROD_ARCHIVE	Mar 30 2025  3:09PM	FULL	ONLINE	Full database	\\10.71.88.120\DB_Backup_HPNAS\10.181.8.103\FULL\MATCHPOINT_RECON_PROD_ARCHIVE\MATCHPOINT_RECON_PROD_ARCHIVE_backup_2025_03_30_143037_5393745.bak
RECON_DR_DB-10.182.8.70 DR of 10.181.8.103	FPBDRRECONDB	10.182.8.70	RUPAY_CHARGEBACK_PROD	Mar 30 2025  3:09PM	FULL	ONLINE	Full database	\\10.71.88.120\DB_Backup_HPNAS\10.181.8.103\FULL\RUPAY_CHARGEBACK_PROD\RUPAY_CHARGEBACK_PROD_backup_2025_03_30_143037_5393745.bak
RECON_DR_DB-10.182.8.70 DR of 10.181.8.103	FPBDRRECONDB	10.182.8.70	ANY_TO_ANY_RECON_PROD	Aug  5 2025  3:35PM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.181.8.103\full\ANY_TO_ANY_RECON_PROD\ANY_TO_ANY_RECON_PROD_05082025.bak
RECON_DR_DB-10.182.8.70 DR of 10.181.8.103	FPBDRRECONDB	10.182.8.70	FINO_MATCHPOINT_PROD	Aug  5 2025  3:27PM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.181.8.103\Diff\FINO_MATCHPOINT_PROD\FINO_MATCHPOINT_PROD_full_05082025.bak
RECON_DR_DB-10.182.8.70 DR of 10.181.8.103	FPBDRRECONDB	10.182.8.70	FINO_MATCHPOINT_PROD	Aug  5 2025  3:19PM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.181.8.103\Diff\FINO_MATCHPOINT_PROD\FINO_MATCHPOINT_PROD_05082025.bak
PRODUPIREPLDB01 - 10.181.8.16	PRODUPIREPLDB01	10.181.8.16	PROCMON	Mar 19 2026 12:45AM	SIMPLE	ONLINE	Differential database	U:\Diff\PROCMON\PROCMON_backup_2026_03_19_000004_1131549.bak
PRODUPIREPLDB01 - 10.181.8.16	PRODUPIREPLDB01	10.181.8.16	Audit	Mar 19 2026 12:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\Audit\Audit_backup_2026_03_19_000004_1131549.bak
PRODUPIREPLDB01 - 10.181.8.16	PRODUPIREPLDB01	10.181.8.16	ESB_Transactions_UPI	Mar 19 2026 12:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\ESB_Transactions_UPI\ESB_Transactions_UPI_backup_2026_03_19_000004_1131549.bak
PRODUPIREPLDB01 - 10.181.8.16	PRODUPIREPLDB01	10.181.8.16	model	Mar 19 2026 12:00AM	FULL	ONLINE	Differential database	U:\Diff\model\model_backup_2026_03_19_000004_1131549.bak
PRODUPIREPLDB01 - 10.181.8.16	PRODUPIREPLDB01	10.181.8.16	msdb	Mar 19 2026 12:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\msdb\msdb_backup_2026_03_19_000004_1131549.bak
PRODUPIREPLDB01 - 10.181.8.16	PRODUPIREPLDB01	10.181.8.16	PROCMON	Mar 15 2026 12:20PM	SIMPLE	ONLINE	Full database	X:\Full\PROCMON\PROCMON_backup_2026_03_15_000004_0732282.bak
PRODUPIREPLDB01 - 10.181.8.16	PRODUPIREPLDB01	10.181.8.16	Audit	Mar 15 2026 12:00AM	SIMPLE	ONLINE	Full database	X:\Full\Audit\Audit_backup_2026_03_15_000004_0732282.bak
PRODUPIREPLDB01 - 10.181.8.16	PRODUPIREPLDB01	10.181.8.16	ESB_Transactions_UPI	Mar 15 2026 12:00AM	SIMPLE	ONLINE	Full database	X:\Full\ESB_Transactions_UPI\ESB_Transactions_UPI_backup_2026_03_15_000004_0732282.bak
PRODUPIREPLDB01 - 10.181.8.16	PRODUPIREPLDB01	10.181.8.16	master	Mar 15 2026 12:00AM	SIMPLE	ONLINE	Full database	X:\Full\master\master_backup_2026_03_15_000004_0732282.bak
PRODUPIREPLDB01 - 10.181.8.16	PRODUPIREPLDB01	10.181.8.16	model	Mar 15 2026 12:00AM	FULL	ONLINE	Full database	X:\Full\model\model_backup_2026_03_15_000004_0732282.bak
PRODUPIREPLDB01 - 10.181.8.16	PRODUPIREPLDB01	10.181.8.16	msdb	Mar 15 2026 12:00AM	SIMPLE	ONLINE	Full database	X:\Full\msdb\msdb_backup_2026_03_15_000004_0732282.bak
ADV	DBMOCKRESTORE01\ADV	10.71.36.130	Aadhaar_Data_Vault	Feb 22 2026  1:02AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\FULL\10.71.36.133\Aadhaar_Data_Vault\Aadhaar_Data_Vault_backup_2026_02_22_010002_0309635.bak
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	10.71.36.61	AUDIT	Mar 20 2026  2:00AM	SIMPLE	ONLINE	Differential database	X:\Diff\AUDIT\AUDIT_backup_2026_03_20_010008_4458648.bak
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	10.71.36.61	DB_Backup	Mar 20 2026  2:00AM	SIMPLE	ONLINE	Differential database	X:\Diff\DB_Backup\DB_Backup_backup_2026_03_20_010008_4458648.bak
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	10.71.36.61	FINODSM	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	X:\Diff\FINODSM\FINODSM_backup_2026_03_20_010008_4458648.bak
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	10.71.36.61	model	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	X:\Diff\model\model_backup_2026_03_20_010008_4431230.bak
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	10.71.36.61	msdb	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	X:\Diff\msdb\msdb_backup_2026_03_20_010008_4458648.bak
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	10.71.36.61	AUDIT	Mar 15 2026  3:13PM	SIMPLE	ONLINE	Full database	X:\Full\AUDIT\AUDIT_backup_2026_03_15_010006_0490163.bak
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	10.71.36.61	DB_Backup	Mar 15 2026  3:13PM	SIMPLE	ONLINE	Full database	X:\Full\DB_Backup\DB_Backup_backup_2026_03_15_010006_0490163.bak
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	10.71.36.61	FINODSM	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\Full\FINODSM\FINODSM_backup_2026_03_15_010006_0490163.bak
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	10.71.36.61	master	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\Full\master\master_backup_2026_03_15_010006_0177570.bak
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	10.71.36.61	model	Mar 15 2026  1:00AM	FULL	ONLINE	Full database	X:\Full\model\model_backup_2026_03_15_010006_0490163.bak
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	10.71.36.61	msdb	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\Full\msdb\msdb_backup_2026_03_15_010006_0490163.bak
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	10.71.36.61	AUDIT	Mar 20 2026  2:00AM	SIMPLE	ONLINE	Differential database	X:\Diff\AUDIT\AUDIT_backup_2026_03_20_010008_4458648.bak
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	10.71.36.61	DB_Backup	Mar 20 2026  2:00AM	SIMPLE	ONLINE	Differential database	X:\Diff\DB_Backup\DB_Backup_backup_2026_03_20_010008_4458648.bak
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	10.71.36.61	FINODSM	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	X:\Diff\FINODSM\FINODSM_backup_2026_03_20_010008_4458648.bak
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	10.71.36.61	model	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	X:\Diff\model\model_backup_2026_03_20_010008_4431230.bak
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	10.71.36.61	msdb	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	X:\Diff\msdb\msdb_backup_2026_03_20_010008_4458648.bak
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	10.71.36.61	AUDIT	Mar 15 2026  3:13PM	SIMPLE	ONLINE	Full database	X:\Full\AUDIT\AUDIT_backup_2026_03_15_010006_0490163.bak
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	10.71.36.61	DB_Backup	Mar 15 2026  3:13PM	SIMPLE	ONLINE	Full database	X:\Full\DB_Backup\DB_Backup_backup_2026_03_15_010006_0490163.bak
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	10.71.36.61	FINODSM	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\Full\FINODSM\FINODSM_backup_2026_03_15_010006_0490163.bak
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	10.71.36.61	master	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\Full\master\master_backup_2026_03_15_010006_0177570.bak
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	10.71.36.61	model	Mar 15 2026  1:00AM	FULL	ONLINE	Full database	X:\Full\model\model_backup_2026_03_15_010006_0490163.bak
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	10.71.36.61	msdb	Mar 15 2026  1:00AM	SIMPLE	ONLINE	Full database	X:\Full\msdb\msdb_backup_2026_03_15_010006_0490163.bak
PRODFRMDB-NEW - 10.71.36.73 - HA of 10.71.36.18	PRODFRMDB_53	10.71.36.73	JIRAADMPROD	Nov 18 2023  8:25AM	FULL	ONLINE	Differential database	\\10.71.88.120\DB_Backup_HPNAS\10.71.36.18\Diff\Diff\JIRAADMPROD\JIRAADMPROD_backup_2023_11_18_082535_4923251.bak
PRODFRMDB-NEW - 10.71.36.73 - HA of 10.71.36.18	PRODFRMDB_53	10.71.36.73	FRMDBPROD	Mar 17 2026  2:59AM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\DIFF\10.71.36.18\Diff\FRMDBPROD\FRMDBPROD_backup_2026_03_17_025952_9377818.bak
PRODFRMDB-NEW - 10.71.36.73 - HA of 10.71.36.18	PRODFRMDB_53	10.71.36.73	JIRAADMPROD	Mar 13 2026  6:23AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\FULL\10.71.36.18\JIRAADMPROD\JIRAADMPROD_backup_2026_03_12_220931_1323386.bak
PRODFRMDB-NEW - 10.71.36.73 - HA of 10.71.36.18	PRODFRMDB_53	10.71.36.73	FRMDBPROD	Mar 12 2026 10:09PM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\FULL\10.71.36.18\FRMDBPROD\FRMDBPROD_backup_2026_03_12_220931_1323386.bak
DRUPIPAYLOGDB - 10.182.8.60 DR of 10.71.36.95	FPBDRLUPIPAYDB	10.182.8.60	PBLOGS_UPIPAY	Sep 20 2025 12:22AM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.182.8.60_DR_BACKUP\PBLOGS_UPIPAY_20092025.BAK
