Server Name	ServerName	IPAddressOfSQLServer	name	last_backup_time	recovery_model_desc	state_desc	backup_type	physical_device_name
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	FINO_PB_AUA_History	Mar 20 2026  2:20AM	SIMPLE	ONLINE	Differential database	U:\DIFF\FINO_PB_AUA_History\FINO_PB_AUA_History_backup_2026_03_20_010002_7342550.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	FINO_SUB_AUA	Mar 20 2026  2:20AM	FULL	ONLINE	Differential database	U:\DIFF\FINO_SUB_AUA\FINO_SUB_AUA_backup_2026_03_20_010002_7342550.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	model	Mar 20 2026  2:20AM	FULL	ONLINE	Differential database	U:\DIFF\model\model_backup_2026_03_20_010002_7342550.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	msdb	Mar 20 2026  2:20AM	SIMPLE	ONLINE	Differential database	U:\DIFF\msdb\msdb_backup_2026_03_20_010002_7342550.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	SSIS_AUDIT	Mar 20 2026  2:20AM	FULL	ONLINE	Differential database	U:\DIFF\SSIS_AUDIT\SSIS_AUDIT_backup_2026_03_20_010002_7342550.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	AUDIT	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\DIFF\AUDIT\AUDIT_backup_2026_03_20_010002_7342550.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	DB_Backup	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\DIFF\DB_Backup\DB_Backup_backup_2026_03_20_010002_7342550.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	FINO_PB_AUA	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\DIFF\FINO_PB_AUA\FINO_PB_AUA_backup_2026_03_20_010002_7342550.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	SSIS_AUDIT	Mar 15 2026  2:11PM	FULL	ONLINE	Full database	X:\FULL\SSIS_AUDIT\SSIS_AUDIT_backup_2026_03_15_020002_9738996.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	DB_Backup	Mar 15 2026  2:05AM	SIMPLE	ONLINE	Full database	X:\FULL\DB_Backup\DB_Backup_backup_2026_03_15_020002_9738996.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	FINO_PB_AUA	Mar 15 2026  2:05AM	FULL	ONLINE	Full database	X:\FULL\FINO_PB_AUA\FINO_PB_AUA_backup_2026_03_15_020002_9738996.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	AUDIT	Mar 15 2026  2:04AM	FULL	ONLINE	Full database	X:\FULL\AUDIT\AUDIT_backup_2026_03_15_020002_9738996.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	FINO_PB_AUA_History	Mar 15 2026  2:04AM	SIMPLE	ONLINE	Full database	X:\FULL\FINO_PB_AUA_History\FINO_PB_AUA_History_backup_2026_03_15_020002_9738996.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	FINO_SUB_AUA	Mar 15 2026  2:04AM	FULL	ONLINE	Full database	X:\FULL\FINO_SUB_AUA\FINO_SUB_AUA_backup_2026_03_15_020002_9738996.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	master	Mar 15 2026  2:00AM	SIMPLE	ONLINE	Full database	X:\FULL\master\master_backup_2026_03_15_020002_9738996.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	model	Mar 15 2026  2:00AM	FULL	ONLINE	Full database	X:\FULL\model\model_backup_2026_03_15_020002_9738996.bak
PRODAUADB-10.71.36.230	PRODAUADB	10.71.36.230	msdb	Mar 15 2026  2:00AM	SIMPLE	ONLINE	Full database	X:\FULL\msdb\msdb_backup_2026_03_15_020002_9738996.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBMultilingual	Sep 19 2025 11:38PM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.41\10.182.8.51_Diff\PBMultilingual_19092025.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBTRANSACTIONINFO	Sep 19 2025 11:38PM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.41\10.182.8.51_Diff\PBTRANSACTIONINFO_19092025.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBDISTLOGIN	Sep 19 2025 11:36PM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.41\10.182.8.51_Diff\PBDISTLOGIN_19092025.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBLOGS	Sep 19 2025 11:36PM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.41\10.182.8.51_Diff\PBLOGS_19092025.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBCONFIGURATION_Merchant	Sep 19 2025 11:35PM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.41\10.182.8.51_Diff\PBCONFIGURATION_Merchant_19092025.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBCONFIGURATION_Merchant_DR	Sep 19 2025 11:35PM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.41\10.182.8.51_Diff\PBCONFIGURATION_Merchant_DR_19092025.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBCONFIGURATION_Lite_DR	Sep 19 2025 11:33PM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.41\10.182.8.51_Diff\PBCONFIGURATION_Lite_DR_19092025.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBCONFIGURATION_DR	Sep 19 2025 11:32PM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.41\10.182.8.51_Diff\PBCONFIGURATION_DR_19092025.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBCONFIGURATION_LITE	Sep 19 2025 11:32PM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.41\10.182.8.51_Diff\PBCONFIGURATION_LITE_19092025.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBConfiguration	Sep 19 2025 11:31PM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.41\10.182.8.51_Diff\PBConfiguration_19092025.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBConfiguration	Sep 12 2024  1:00AM	FULL	ONLINE	Differential database	D:\PBCONFIGURATION_backup_2024_09_12_010003_1930168.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBCONFIGURATION_VLAN	Sep 12 2024  1:00AM	FULL	ONLINE	Differential database	D:\PBCONFIGURATION_VLAN_backup_2024_09_12_010003_1930168.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBCONFIGURATION_Lite_DR	Mar  8 2025  9:40PM	FULL	ONLINE	Full database	U:\FULL\PBCONFIGURATION_Lite_DR\PBCONFIGURATION_Lite_DR_backup_2025_03_08_204956_8613689.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBCONFIGURATION_Merchant	Mar  8 2025  9:40PM	FULL	ONLINE	Full database	U:\FULL\PBCONFIGURATION_Merchant\PBCONFIGURATION_Merchant_backup_2025_03_08_204956_8613689.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBCONFIGURATION_Merchant_DR	Mar  8 2025  9:40PM	FULL	ONLINE	Full database	U:\FULL\PBCONFIGURATION_Merchant_DR\PBCONFIGURATION_Merchant_DR_backup_2025_03_08_204956_8613689.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBCONFIGURATION_VLAN	Mar  8 2025  9:40PM	FULL	ONLINE	Full database	U:\FULL\PBCONFIGURATION_VLAN\PBCONFIGURATION_VLAN_backup_2025_03_08_204956_8613689.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBDISTLOGIN	Mar  8 2025  9:40PM	FULL	ONLINE	Full database	U:\FULL\PBDISTLOGIN\PBDISTLOGIN_backup_2025_03_08_204956_8613689.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBMultilingual	Mar  8 2025  9:40PM	FULL	ONLINE	Full database	U:\FULL\PBMultilingual\PBMultilingual_backup_2025_03_08_204956_8613689.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBTRANSACTIONINFO	Mar  8 2025  9:40PM	FULL	ONLINE	Full database	U:\FULL\PBTRANSACTIONINFO\PBTRANSACTIONINFO_backup_2025_03_08_204956_8613689.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBCONFIGURATION_LITE	Mar  8 2025  8:50PM	FULL	ONLINE	Full database	U:\FULL\PBCONFIGURATION_LITE\PBCONFIGURATION_LITE_backup_2025_03_08_204956_8613689.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBLOGS	Mar  8 2025  8:50PM	FULL	ONLINE	Full database	U:\FULL\PBLOGS\PBLOGS_backup_2025_03_08_204956_8613689.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBCONFIGURATION_DR	Mar  8 2025  8:49PM	FULL	ONLINE	Full database	U:\FULL\PBCONFIGURATION_DR\PBCONFIGURATION_DR_backup_2025_03_08_204956_8613689.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBMASTER	Jan  6 2026  1:00AM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.41\Diff\PBMASTER\PBMASTER_backup_2026_01_06_010005_2818702.bak
UI-BLL_DR_DB - 10.182.8.51 DR of 10.71.36.41	FPBDRSTKDB1	10.182.8.51	PBMASTER	Jan  5 2026  3:53AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.71.36.41\Full\PBMASTER\PBMASTER_backup_2026_01_05_035130_6035655.bak
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	10.71.36.69	Audit	Mar 20 2026 12:08AM	FULL	ONLINE	Differential database	U:\Audit\Audit_backup_2026_03_20_000003_2205735.bak
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	10.71.36.69	IMS_FINO	Mar 20 2026 12:08AM	FULL	ONLINE	Differential database	U:\IMS_FINO\IMS_FINO_backup_2026_03_20_000003_2205735.bak
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	10.71.36.69	pac_prod	Mar 20 2026 12:08AM	FULL	ONLINE	Differential database	U:\pac_prod\pac_prod_backup_2026_03_20_000003_2205735.bak
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	10.71.36.69	model	Mar 20 2026 12:00AM	FULL	ONLINE	Differential database	U:\model\model_backup_2026_03_20_000003_2205735.bak
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	10.71.36.69	msdb	Mar 20 2026 12:00AM	SIMPLE	ONLINE	Differential database	U:\msdb\msdb_backup_2026_03_20_000003_2205735.bak
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	10.71.36.69	msdb	Mar 16 2026  3:08PM	SIMPLE	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\FULL\10.71.36.69\msdb\msdb_16032026.bak
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	10.71.36.69	Audit	Mar 12 2026  5:31PM	FULL	ONLINE	Full database	D:\DB_Backup\Audit\Audit_backup_2026_03_12_172736_9664605.bak
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	10.71.36.69	pac_prod	Mar 12 2026  5:31PM	FULL	ONLINE	Full database	D:\DB_Backup\pac_prod\pac_prod_backup_2026_03_12_172736_9664605.bak
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	10.71.36.69	IMS_FINO	Mar 12 2026  5:30PM	FULL	ONLINE	Full database	D:\DB_Backup\IMS_FINO\IMS_FINO_backup_2026_03_12_172736_9664605.bak
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	10.71.36.69	master	Mar 12 2026  5:27PM	SIMPLE	ONLINE	Full database	D:\DB_Backup\master\master_backup_2026_03_12_172736_9664605.bak
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	10.71.36.69	model	Mar 12 2026  5:27PM	FULL	ONLINE	Full database	D:\DB_Backup\model\model_backup_2026_03_12_172736_9664605.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	Audit	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\Audit\Audit_backup_2026_03_20_010002_9483842.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	DNNCMS	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\DNNCMS\DNNCMS_backup_2026_03_20_010002_9483842.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	EmployeeGyankosh	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\EmployeeGyankosh\EmployeeGyankosh_backup_2026_03_20_010002_9483842.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	Gyankosh2	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\Gyankosh2\Gyankosh2_backup_2026_03_20_010002_9483842.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	Mblog	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\Mblog\Mblog_backup_2026_03_20_010002_9483842.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	model	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\model\model_backup_2026_03_20_010002_9327405.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	msdb	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\msdb\msdb_backup_2026_03_20_010002_9483842.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	PBCOLA	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\PBCOLA\PBCOLA_backup_2026_03_20_010002_9483842.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	EmployeeGyankosh	Mar 15 2026  3:09AM	FULL	ONLINE	Full database	X:\EmployeeGyankosh\EmployeeGyankosh_backup_2026_03_15_020002_6456697.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	Mblog	Mar 15 2026  3:07AM	FULL	ONLINE	Full database	X:\Mblog\Mblog_backup_2026_03_15_020002_6456697.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	PBCOLA	Mar 15 2026  3:01AM	FULL	ONLINE	Full database	X:\PBCOLA\PBCOLA_backup_2026_03_15_020002_6456697.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	DNNCMS	Mar 15 2026  2:04AM	FULL	ONLINE	Full database	X:\DNNCMS\DNNCMS_backup_2026_03_15_020002_6456697.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	Audit	Mar 15 2026  2:03AM	FULL	ONLINE	Full database	X:\Audit\Audit_backup_2026_03_15_020002_6456697.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	Gyankosh2	Mar 15 2026  2:02AM	FULL	ONLINE	Full database	X:\Gyankosh2\Gyankosh2_backup_2026_03_15_020002_6456697.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	master	Mar 15 2026  2:00AM	SIMPLE	ONLINE	Full database	X:\master\master_backup_2026_03_15_020002_6300475.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	model	Mar 15 2026  2:00AM	FULL	ONLINE	Full database	X:\model\model_backup_2026_03_15_020002_6456697.bak
PRODCKYCDB-10.71.36.36	PRODCKYCDB	10.71.36.36	msdb	Mar 15 2026  2:00AM	SIMPLE	ONLINE	Full database	X:\msdb\msdb_backup_2026_03_15_020002_6456697.bak
RECON_IMPS_DR_DB-10.182.8.69 DR of 10.182.8.102	DRRECONDBIMPS	10.182.8.69	MATCHPOINT_RECON_PROD_IMPS_ARCHIVE	Dec 25 2025  6:02AM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.181.8.102\Diff\MATCHPOINT_RECON_PROD_IMPS_ARCHIVE\MATCHPOINT_RECON_PROD_IMPS_ARCHIVE_backup_2025_12_25_060001_0741762.bak
RECON_IMPS_DR_DB-10.182.8.69 DR of 10.182.8.102	DRRECONDBIMPS	10.182.8.69	MATCHPOINT_RECON_PROD_IMPS	Aug  7 2025  6:00AM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.181.8.102\Diff\MATCHPOINT_RECON_PROD_IMPS\MATCHPOINT_RECON_PROD_IMPS_backup_2025_08_07_060001_1594586.bak
RECON_IMPS_DR_DB-10.182.8.69 DR of 10.182.8.102	DRRECONDBIMPS	10.182.8.69	MATCHPOINT_RECON_PROD_IMPS_ARCHIVE	Aug  2 2025  1:30AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.181.8.102\Full\MATCHPOINT_RECON_PROD_IMPS_ARCHIVE\MATCHPOINT_RECON_PROD_IMPS_ARCHIVE_backup_2025_08_02_010001_9583938.bak
RECON_IMPS_DR_DB-10.182.8.69 DR of 10.182.8.102	DRRECONDBIMPS	10.182.8.69	MATCHPOINT_RECON_PROD_IMPS	Aug  2 2025  1:00AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.181.8.102\Full\MATCHPOINT_RECON_PROD_IMPS\MATCHPOINT_RECON_PROD_IMPS_backup_2025_08_02_010001_9583938.bak
CKYC - PRDCKYCRPLDB - 10.71.36.124	PRDCKYCRPLDB	10.71.36.124	CKYC	Sep 24 2025 12:23PM	FULL	ONLINE	Differential database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\10.182.8.58\CKYC\CKYC_backup_2025_09_24_122304_9961109.bak
CKYC - PRDCKYCRPLDB - 10.71.36.124	PRDCKYCRPLDB	10.71.36.124	CommissionAutomationTool	Oct 10 2025  2:12PM	FULL	RECOVERY_PENDING	Full database	H:\BACKUP\CommissionAutomationTool_01_101012025.bak
CKYC - PRDCKYCRPLDB - 10.71.36.124	PRDCKYCRPLDB	10.71.36.124	CKYC_CBS	Mar 20 2026 12:18AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\FULL\10.71.36.122\CKYC_CBS\CKYC_CBS_backup_2026_03_20_000954_0533970.bak
CKYC - PRDCKYCRPLDB - 10.71.36.124	PRDCKYCRPLDB	10.71.36.124	CKYC	Mar 20 2026 12:10AM	FULL	ONLINE	Full database	\\10.181.16.12\DB_Backup_HPNAS\DAILY_DB_BACKUP\FULL\10.71.36.122\CKYC\CKYC_backup_2026_03_20_000954_0533970.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wbsn-data-security-temp-archive	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wbsn-data-security-temp-archive\wbsn-data-security-temp-archive_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70\wslogdb70_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_71	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_71\wslogdb70_71_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_72	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_72\wslogdb70_72_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_73	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_73\wslogdb70_73_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_74	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_74\wslogdb70_74_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_75	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_75\wslogdb70_75_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_76	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_76\wslogdb70_76_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_77	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_77\wslogdb70_77_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_78	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_78\wslogdb70_78_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_79	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_79\wslogdb70_79_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_80	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_80\wslogdb70_80_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_81	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_81\wslogdb70_81_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_86	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_86\wslogdb70_86_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_87	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_87\wslogdb70_87_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_amt_1	Mar 20 2026  1:03AM	SIMPLE	ONLINE	Differential database	U:\Diff\wslogdb70_amt_1\wslogdb70_amt_1_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	AUDIT	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\AUDIT\AUDIT_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	DB_BACKUP	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\DB_BACKUP\DB_BACKUP_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	model	Mar 20 2026  1:00AM	FULL	ONLINE	Differential database	U:\Diff\model\model_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	msdb	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\msdb\msdb_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wbsn-data-security	Mar 20 2026  1:00AM	SIMPLE	ONLINE	Differential database	U:\Diff\wbsn-data-security\wbsn-data-security_backup_2026_03_20_010004_8092620.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_86	Mar 15 2026  8:51AM	SIMPLE	ONLINE	Full database	X:\Full\wslogdb70_86\wslogdb70_86_backup_2026_03_15_010006_8467562.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_87	Mar 15 2026  8:51AM	SIMPLE	ONLINE	Full database	X:\Full\wslogdb70_87\wslogdb70_87_backup_2026_03_15_010006_8467562.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_amt_1	Mar 15 2026  8:51AM	SIMPLE	ONLINE	Full database	X:\Full\wslogdb70_amt_1\wslogdb70_amt_1_backup_2026_03_15_010006_8467562.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_81	Mar 15 2026  8:39AM	SIMPLE	ONLINE	Full database	X:\Full\wslogdb70_81\wslogdb70_81_backup_2026_03_15_010006_8467562.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_80	Mar 15 2026  8:21AM	SIMPLE	ONLINE	Full database	X:\Full\wslogdb70_80\wslogdb70_80_backup_2026_03_15_010006_8467562.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_79	Mar 15 2026  7:57AM	SIMPLE	ONLINE	Full database	X:\Full\wslogdb70_79\wslogdb70_79_backup_2026_03_15_010006_8467562.bak
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	10.71.36.28	wslogdb70_78	Mar 15 2026  7:37AM	SIMPLE	ONLINE	Full database	X:\Full\wslogdb70_78\wslogdb70_78_backup_2026_03_15_010006_8467562.bak
